millis,year,month,day,hour,minute,second,voltage,satellites,hdop,gps_altitude_m,course,speed_mps,latitude,longitude,temperature_C,pressure_Pa,pressure_altitude_m,humidity_RH,
1111437,2021,6,19,17,43,13,7.24,11,0.83,352.90,214.6,0.0,47.59482574,-120.66495513,24.30,97308.78,339.88,32.38,
1111939,2021,6,19,17,43,13,7.24,11,0.83,353.20,214.6,0.0,47.59482574,-120.66495513,24.30,97309.71,339.80,32.10,
1112440,2021,6,19,17,43,14,7.24,11,0.83,353.20,214.6,0.0,47.59482574,-120.66494750,24.30,97311.96,339.60,33.25,
1112942,2021,6,19,17,43,14,7.24,11,0.83,353.50,214.6,0.0,47.59482574,-120.66494750,24.31,97306.94,340.03,34.12,
1113444,2021,6,19,17,43,15,7.24,11,0.83,353.50,214.6,0.0,47.59482955,-120.66494750,24.32,97310.32,339.75,35.22,
1113948,2021,6,19,17,43,15,7.24,11,0.83,354.00,214.6,0.0,47.59482955,-120.66494750,24.32,97308.06,339.94,34.74,
1114450,2021,6,19,17,43,16,7.24,11,0.83,354.00,214.6,0.0,47.59482955,-120.66493988,24.33,97307.96,339.95,35.66,
1114955,2021,6,19,17,43,16,7.24,10,0.90,354.50,214.6,0.0,47.59482955,-120.66493988,24.33,97311.94,339.61,35.53,
1115458,2021,6,19,17,43,17,7.24,10,0.90,354.90,214.6,0.0,47.59483337,-120.66493988,24.33,97311.05,339.68,34.81,
1115960,2021,6,19,17,43,17,7.24,10,0.90,354.90,214.6,0.0,47.59483337,-120.66493988,24.34,97303.48,340.33,34.49,
1116462,2021,6,19,17,43,18,7.24,10,0.90,355.50,214.6,0.1,47.59483337,-120.66493225,24.34,97308.80,339.88,34.69,
1116966,2021,6,19,17,43,18,7.24,10,0.90,355.50,214.6,0.1,47.59483337,-120.66493225,24.35,97308.17,339.93,34.37,
1117469,2021,6,19,17,43,19,7.24,10,0.90,355.90,214.6,0.0,47.59483337,-120.66492462,24.36,97309.40,339.82,34.34,
1117970,2021,6,19,17,43,19,7.27,10,0.90,355.90,214.6,0.0,47.59483337,-120.66492462,24.36,97309.81,339.79,33.70,
1118473,2021,6,19,17,43,20,7.24,10,0.90,356.20,214.6,0.0,47.59483718,-120.66492462,24.35,97305.92,340.12,33.17,
1118979,2021,6,19,17,43,20,7.24,10,0.90,356.20,214.6,0.0,47.59483718,-120.66492462,24.37,97305.71,340.14,34.40,
1119480,2021,6,19,17,43,21,7.24,10,0.90,356.60,214.6,0.0,47.59483718,-120.66492462,24.38,97304.31,340.26,35.24,
1119981,2021,6,19,17,43,21,7.24,10,0.90,356.60,214.6,0.0,47.59483718,-120.66492462,24.38,97304.31,340.26,34.46,
1120484,2021,6,19,17,43,22,7.24,10,0.90,356.40,214.6,0.2,47.59483718,-120.66491699,24.37,97296.82,340.91,33.42,
1120985,2021,6,19,17,43,22,7.24,10,0.90,356.40,214.6,0.2,47.59483718,-120.66491699,24.39,97294.41,341.11,32.28,
1121486,2021,6,19,17,43,23,7.24,11,0.91,354.90,214.6,1.1,47.59484481,-120.66490936,24.40,97294.30,341.12,31.42,
1121988,2021,6,19,17,43,23,7.24,11,0.91,354.90,214.6,1.1,47.59484481,-120.66490936,24.40,97298.18,340.79,31.10,
1122491,2021,6,19,17,43,24,7.24,11,0.83,354.70,262.0,1.0,47.59485244,-120.66490936,24.41,97297.67,340.83,29.99,
1122992,2021,6,19,17,43,24,7.24,11,0.83,354.70,262.0,1.0,47.59485244,-120.66490936,24.41,97298.11,340.80,30.11,
1123494,2021,6,19,17,43,25,7.24,10,0.87,354.40,317.1,0.9,47.59486007,-120.66490173,24.42,97301.07,340.54,29.85,
1123995,2021,6,19,17,43,25,7.24,10,0.87,354.40,317.1,0.9,47.59486007,-120.66490173,24.44,97299.92,340.64,29.32,
1124498,2021,6,19,17,43,26,7.24,11,0.83,355.60,357.8,1.4,47.59487152,-120.66490173,24.46,97298.82,340.73,29.65,
1125000,2021,6,19,17,43,26,7.24,11,0.83,355.60,357.8,1.4,47.59487152,-120.66490173,24.47,97298.21,340.79,29.71,
1125502,2021,6,19,17,43,27,7.24,11,0.83,356.00,8.4,2.3,47.59489059,-120.66490936,24.49,97296.69,340.92,29.78,
1126003,2021,6,19,17,43,27,7.24,11,0.83,356.00,8.4,2.3,47.59489059,-120.66490936,24.49,97293.92,341.15,29.90,
1126506,2021,6,19,17,43,28,7.24,10,0.89,355.40,5.1,1.4,47.59490966,-120.66490936,24.50,97299.14,340.71,30.12,
1127007,2021,6,19,17,43,28,7.24,10,0.89,355.40,5.1,1.4,47.59490966,-120.66490936,24.51,97303.94,340.29,29.67,
1127510,2021,6,19,17,43,29,7.24,10,0.89,354.60,357.1,1.2,47.59492111,-120.66491699,24.50,97298.21,340.79,29.65,
1128011,2021,6,19,17,43,29,7.24,10,0.89,354.60,357.1,1.2,47.59492111,-120.66491699,24.50,97299.54,340.67,29.29,
1128513,2021,6,19,17,43,30,7.24,11,0.83,354.20,359.4,1.0,47.59493255,-120.66492462,24.51,97295.44,341.03,29.07,
1129014,2021,6,19,17,43,30,7.24,11,0.83,354.20,359.4,1.0,47.59493255,-120.66492462,24.52,97300.17,340.62,29.02,
1129517,2021,6,19,17,43,31,7.24,11,0.83,354.40,8.6,1.6,47.59494400,-120.66492462,24.53,97297.41,340.86,28.90,
1130018,2021,6,19,17,43,31,7.24,11,0.83,354.40,8.6,1.6,47.59494400,-120.66492462,24.55,97298.92,340.72,28.91,
1130521,2021,6,19,17,43,32,7.24,11,0.83,357.00,21.3,5.3,47.59495162,-120.66488647,24.56,97297.89,340.81,29.23,
1131026,2021,6,19,17,43,32,7.24,11,0.83,357.00,21.3,5.3,47.59495162,-120.66488647,24.55,97299.74,340.66,28.99,
1131530,2021,6,19,17,43,33,7.24,10,1.28,359.10,29.6,0.9,47.59495544,-120.66486358,24.56,97301.00,340.55,28.92,
1132036,2021,6,19,17,43,33,7.24,10,1.28,359.10,29.6,0.9,47.59495544,-120.66486358,24.56,97301.00,340.55,29.10,
1132539,2021,6,19,17,43,34,7.18,9,0.93,358.70,29.6,0.3,47.59494781,-120.66486358,24.57,97297.82,340.82,29.68,
1133043,2021,6,19,17,43,34,7.18,9,0.93,358.70,29.6,0.3,47.59494781,-120.66486358,24.57,97299.55,340.67,29.74,
1133547,2021,6,19,17,43,35,7.18,10,0.88,357.90,29.6,0.6,47.59494400,-120.66487121,24.56,97301.00,340.55,29.83,
1134048,2021,6,19,17,43,35,7.18,10,0.88,357.90,29.6,0.6,47.59494400,-120.66487121,24.55,97303.32,340.35,29.55,
1134552,2021,6,19,17,43,36,7.21,11,0.95,357.20,29.6,0.1,47.59493637,-120.66487121,24.54,97300.88,340.56,28.48,
1135057,2021,6,19,17,43,36,7.04,11,0.95,357.20,29.6,0.1,47.59493637,-120.66487121,24.53,97303.64,340.32,28.03,
1135563,2021,6,19,17,43,37,7.07,11,0.95,356.60,29.6,0.1,47.59493637,-120.66488647,24.52,97301.07,340.54,28.30,
1136068,2021,6,19,17,43,37,7.24,11,0.95,356.60,29.6,0.1,47.59493637,-120.66488647,24.52,97303.72,340.31,27.92,
1136572,2021,6,19,17,43,38,7.24,10,0.95,356.00,29.6,0.0,47.59493255,-120.66489410,24.52,97296.67,340.92,27.65,
1137076,2021,6,19,17,43,38,7.21,10,0.95,356.00,29.6,0.0,47.59493255,-120.66489410,24.50,97298.21,340.79,27.49,
1137580,2021,6,19,17,43,39,7.21,11,0.95,355.90,29.6,0.0,47.59493255,-120.66490173,24.50,97300.46,340.59,27.66,
1138084,2021,6,19,17,43,39,7.21,11,0.95,355.90,29.6,0.0,47.59493255,-120.66490173,24.49,97301.50,340.50,27.55,
1138589,2021,6,19,17,43,40,7.18,10,0.95,355.80,29.6,0.0,47.59493255,-120.66491699,24.50,97304.05,340.28,28.53,
1139093,2021,6,19,17,43,40,7.21,10,0.95,355.80,29.6,0.0,47.59493255,-120.66491699,24.50,97301.39,340.51,28.71,
1139598,2021,6,19,17,43,41,7.21,10,0.95,355.70,29.6,0.0,47.59492874,-120.66491699,24.51,97301.28,340.52,29.10,
1140102,2021,6,19,17,43,41,7.21,10,0.95,355.70,29.6,0.0,47.59492874,-120.66491699,24.51,97298.62,340.75,29.22,
1140606,2021,6,19,17,43,42,7.21,10,0.95,355.70,29.6,0.0,47.59492874,-120.66492462,24.52,97299.32,340.69,29.42,
1141110,2021,6,19,17,43,42,7.21,10,0.95,355.70,29.6,0.0,47.59492874,-120.66492462,24.52,97294.00,341.15,29.82,
1141615,2021,6,19,17,43,43,7.21,10,0.95,355.60,29.6,0.0,47.59492874,-120.66493225,24.52,97301.50,340.50,30.57,
1142119,2021,6,19,17,43,43,7.21,10,0.95,355.60,29.6,0.0,47.59492874,-120.66493225,24.53,97300.99,340.55,31.20,
1142624,2021,6,19,17,43,44,7.24,10,1.04,355.60,29.6,0.0,47.59492874,-120.66493225,24.53,97298.74,340.74,31.60,
1143128,2021,6,19,17,43,44,7.24,10,1.04,355.60,29.6,0.0,47.59492874,-120.66493225,24.54,97302.21,340.44,31.94,
1143632,2021,6,19,17,43,45,7.24,10,0.95,355.70,29.6,0.0,47.59492492,-120.66493225,24.54,97297.30,340.86,32.01,
1144136,2021,6,19,17,43,45,7.21,10,0.95,355.70,29.6,0.0,47.59492492,-120.66493225,24.54,97301.69,340.49,32.17,
1144641,2021,6,19,17,43,46,7.24,10,0.88,355.70,29.6,0.0,47.59492492,-120.66493225,24.54,97297.30,340.86,31.75,
1145145,2021,6,19,17,43,46,7.21,10,0.88,355.70,29.6,0.0,47.59492492,-120.66493225,24.54,97300.88,340.56,31.51,
1145646,2021,6,19,17,43,47,7.24,10,0.88,355.70,29.6,0.0,47.59492111,-120.66493225,24.54,97300.88,340.56,30.86,
1146149,2021,6,19,17,43,47,7.24,10,0.88,355.70,29.6,0.0,47.59492111,-120.66493225,24.53,97303.13,340.36,30.36,
1146654,2021,6,19,17,43,48,7.24,10,0.88,355.90,29.6,0.1,47.59492111,-120.66493225,24.53,97300.07,340.63,29.99,
1147157,2021,6,19,17,43,48,7.24,10,0.88,355.90,29.6,0.1,47.59492111,-120.66493225,24.53,97295.26,341.04,29.39,
1147658,2021,6,19,17,43,49,7.24,11,0.88,356.00,29.6,0.0,47.59492111,-120.66493988,24.53,97303.64,340.32,29.18,
1148162,2021,6,19,17,43,49,7.24,11,0.88,356.00,29.6,0.0,47.59492111,-120.66493988,24.53,97303.24,340.35,28.78,
1148666,2021,6,19,17,43,50,7.24,11,0.88,356.10,29.6,0.0,47.59492111,-120.66493988,24.53,97302.32,340.43,28.65,
1149169,2021,6,19,17,43,50,7.18,11,0.88,356.10,29.6,0.0,47.59492111,-120.66493988,24.54,97300.88,340.56,28.40,
1149670,2021,6,19,17,43,51,7.24,11,0.83,356.50,29.6,0.0,47.59492111,-120.66493988,24.54,97303.94,340.29,28.58,
1150174,2021,6,19,17,43,51,7.24,11,0.83,356.50,29.6,0.0,47.59492111,-120.66493988,24.54,97301.28,340.52,28.22,
1150680,2021,6,19,17,43,52,7.24,11,0.83,356.80,29.6,0.0,47.59492111,-120.66493988,24.54,97299.55,340.67,28.12,
1151182,2021,6,19,17,43,52,7.24,11,0.83,356.80,29.6,0.0,47.59492111,-120.66493988,24.53,97301.39,340.51,28.02,
1151684,2021,6,19,17,43,53,7.24,11,0.88,356.80,29.6,0.0,47.59492492,-120.66493988,24.53,97303.64,340.32,28.00,
1152185,2021,6,19,17,43,53,7.21,11,0.88,356.80,29.6,0.0,47.59492492,-120.66493988,24.54,97300.88,340.56,28.02,
1152690,2021,6,19,17,43,54,7.24,11,0.88,356.80,29.6,0.0,47.59492492,-120.66493988,24.54,97299.55,340.67,27.49,
1153192,2021,6,19,17,43,54,7.21,11,0.88,356.80,29.6,0.0,47.59492492,-120.66493988,24.55,97298.52,340.76,28.30,
1153693,2021,6,19,17,43,55,7.24,11,0.88,356.60,29.6,0.0,47.59492492,-120.66493988,24.55,97297.60,340.84,28.18,
1154196,2021,6,19,17,43,55,7.21,11,0.88,356.60,29.6,0.0,47.59492492,-120.66493988,24.55,97303.32,340.35,28.32,
1154698,2021,6,19,17,43,56,7.24,11,0.88,356.60,29.6,0.0,47.59492492,-120.66494750,24.56,97304.14,340.28,28.34,
1155201,2021,6,19,17,43,56,7.21,11,0.88,356.60,29.6,0.0,47.59492492,-120.66494750,24.56,97301.00,340.55,28.31,
1155706,2021,6,19,17,43,57,7.24,11,0.88,356.50,29.6,0.0,47.59492492,-120.66494750,24.56,97300.07,340.63,28.34,
1156208,2021,6,19,17,43,57,7.21,11,0.88,356.50,29.6,0.0,47.59492492,-120.66494750,24.57,97303.14,340.36,28.55,
1156710,2021,6,19,17,43,58,7.24,11,0.88,356.40,29.6,0.0,47.59492492,-120.66494750,24.58,97299.86,340.64,28.65,
1157212,2021,6,19,17,43,58,7.21,11,0.88,356.40,29.6,0.0,47.59492492,-120.66494750,24.57,97300.37,340.60,28.66,
1157713,2021,6,19,17,43,59,7.21,11,0.88,356.30,29.6,0.0,47.59492492,-120.66494750,24.57,97299.04,340.72,28.75,
1158215,2021,6,19,17,43,59,7.21,11,0.88,356.30,29.6,0.0,47.59492492,-120.66494750,24.57,97300.37,340.60,29.00,
1158716,2021,6,19,17,44,0,7.24,10,0.88,356.40,29.6,0.0,47.59492492,-120.66494750,24.58,97300.67,340.57,29.39,
1159219,2021,6,19,17,44,0,7.21,10,0.88,356.40,29.6,0.0,47.59492492,-120.66494750,24.58,97300.27,340.61,29.80,
1159723,2021,6,19,17,44,1,7.24,11,0.96,356.60,29.6,0.0,47.59492492,-120.66494750,24.58,97302.92,340.38,30.74,
1160227,2021,6,19,17,44,1,7.21,11,0.96,356.60,29.6,0.0,47.59492492,-120.66494750,24.58,97299.86,340.64,30.37,
1160732,2021,6,19,17,44,2,7.24,11,0.96,356.50,29.6,0.0,47.59492111,-120.66494750,24.59,97297.50,340.85,30.78,
1161234,2021,6,19,17,44,2,7.21,11,0.96,356.50,29.6,0.0,47.59492111,-120.66494750,24.59,97302.82,340.39,30.66,
1161735,2021,6,19,17,44,3,7.24,11,0.93,356.70,29.6,0.1,47.59492111,-120.66494750,24.60,97301.82,340.48,30.57,
1162237,2021,6,19,17,44,3,7.21,11,0.93,356.70,29.6,0.1,47.59492111,-120.66494750,24.61,97301.30,340.52,30.80,
1162738,2021,6,19,17,44,4,7.21,11,1.29,356.90,29.6,0.0,47.59492111,-120.66494750,24.62,97303.33,340.35,30.58,
1163240,2021,6,19,17,44,4,7.24,11,1.29,356.90,29.6,0.0,47.59492111,-120.66494750,24.62,97302.92,340.38,30.98,
1163745,2021,6,19,17,44,5,7.24,10,1.29,357.10,29.6,0.1,47.59492111,-120.66494750,24.63,97307.63,339.98,31.00,
1164248,2021,6,19,17,44,5,7.24,10,1.29,357.10,29.6,0.1,47.59492111,-120.66494750,24.63,97304.04,340.29,30.82,
1164752,2021,6,19,17,44,6,7.24,11,0.94,357.00,29.6,0.0,47.59492111,-120.66494750,24.64,97302.64,340.41,31.06,
1165255,2021,6,19,17,44,6,7.24,11,0.94,357.00,29.6,0.0,47.59492111,-120.66494750,24.64,97297.32,340.86,31.12,
1165760,2021,6,19,17,44,7,7.24,11,0.88,356.80,29.6,0.0,47.59492111,-120.66494750,24.65,97301.20,340.53,31.29,
1166264,2021,6,19,17,44,7,7.24,11,0.88,356.80,29.6,0.0,47.59492111,-120.66494750,24.64,97303.46,340.34,31.47,
1166769,2021,6,19,17,44,8,7.24,11,0.88,356.70,29.6,0.0,47.59492111,-120.66494750,24.65,97299.35,340.69,30.80,
1167271,2021,6,19,17,44,9,7.24,11,0.88,356.70,29.6,0.0,47.59492111,-120.66494750,24.65,97301.60,340.49,30.06,
1167776,2021,6,19,17,44,9,7.21,11,0.88,357.20,29.6,0.0,47.59492111,-120.66494750,24.65,97298.42,340.77,29.80,
1168280,2021,6,19,17,44,10,7.24,11,0.88,357.20,29.6,0.0,47.59492492,-120.66494750,24.66,97297.51,340.85,29.64,
1168784,2021,6,19,17,44,10,7.21,11,0.88,357.30,29.6,0.0,47.59492492,-120.66494750,24.66,97294.85,341.08,29.34,
1169289,2021,6,19,17,44,11,7.24,11,0.88,357.30,29.6,0.0,47.59492492,-120.66494750,24.66,97303.24,340.35,29.25,
1169793,2021,6,19,17,44,11,7.24,11,0.93,357.40,29.6,0.0,47.59492492,-120.66494750,24.66,97300.17,340.62,29.11,
1170296,2021,6,19,17,44,12,7.24,11,0.93,357.40,29.6,0.0,47.59492492,-120.66494750,24.65,97307.33,340.00,29.29,
1170800,2021,6,19,17,44,12,7.24,11,0.93,357.40,29.6,0.0,47.59492492,-120.66494750,24.64,97301.31,340.52,28.29,
1171304,2021,6,19,17,44,13,7.24,11,0.93,357.40,29.6,0.0,47.59492492,-120.66494750,24.64,97300.39,340.60,28.02,
1171809,2021,6,19,17,44,13,7.21,11,0.93,357.60,29.6,0.0,47.59492492,-120.66494750,24.65,97299.87,340.64,28.12,
1172313,2021,6,19,17,44,14,7.24,11,0.93,357.60,29.6,0.0,47.59492492,-120.66494750,24.65,97303.75,340.31,28.09,
1172816,2021,6,19,17,44,14,7.21,10,0.93,357.90,29.6,0.0,47.59492492,-120.66494750,24.66,97296.59,340.93,28.35,
1173320,2021,6,19,17,44,15,7.24,10,0.93,357.90,29.6,0.0,47.59492492,-120.66494750,24.67,97299.14,340.71,28.53,
1173824,2021,6,19,17,44,15,7.24,10,0.93,358.30,29.6,0.0,47.59492492,-120.66494750,24.66,97298.32,340.78,28.86,
1174329,2021,6,19,17,44,16,7.24,10,0.93,358.30,29.6,0.0,47.59492492,-120.66494750,24.68,97299.47,340.68,29.06,
1174833,2021,6,19,17,44,16,7.24,10,0.93,358.40,29.6,0.0,47.59492492,-120.66494750,24.68,97302.13,340.45,28.87,
1175337,2021,6,19,17,44,17,7.24,10,0.93,358.40,29.6,0.0,47.59492492,-120.66494750,24.68,97299.47,340.68,28.58,
1175841,2021,6,19,17,44,17,7.24,11,0.93,358.80,29.6,0.0,47.59492492,-120.66494750,24.69,97298.44,340.77,28.55,
1176346,2021,6,19,17,44,18,7.24,11,0.93,358.80,29.6,0.0,47.59492492,-120.66494750,24.69,97302.83,340.39,27.84,
1176848,2021,6,19,17,44,18,7.24,9,0.93,359.00,29.6,0.0,47.59492492,-120.66494750,24.69,97304.57,340.24,28.07,
1177353,2021,6,19,17,44,19,7.24,9,0.93,359.00,29.6,0.0,47.59492492,-120.66494750,24.70,97300.07,340.63,28.19,
1177857,2021,6,19,17,44,19,7.24,9,0.93,359.10,29.6,0.0,47.59492492,-120.66494750,24.70,97302.21,340.44,28.86,
1178358,2021,6,19,17,44,20,7.24,9,0.93,359.10,29.6,0.0,47.59492492,-120.66494750,24.70,97302.62,340.41,29.05,
1178861,2021,6,19,17,44,20,7.24,9,0.93,359.30,29.6,0.0,47.59492492,-120.66494750,24.71,97299.03,340.72,29.11,
1179366,2021,6,19,17,44,21,7.24,9,0.93,359.20,29.6,0.0,47.59492492,-120.66493988,24.71,97302.95,340.38,29.17,
1179870,2021,6,19,17,44,21,7.24,9,0.93,359.20,29.6,0.0,47.59492492,-120.66493988,24.71,97300.28,340.61,29.09,
1180376,2021,6,19,17,44,22,7.24,10,0.93,359.10,29.6,0.1,47.59492492,-120.66493988,24.72,97300.69,340.57,28.70,
1180877,2021,6,19,17,44,22,7.24,10,0.93,359.10,29.6,0.1,47.59492492,-120.66493988,24.73,97298.33,340.78,28.40,
1181378,2021,6,19,17,44,23,7.18,9,0.93,358.80,29.6,0.0,47.59492492,-120.66493988,24.72,97297.52,340.85,28.31,
1181881,2021,6,19,17,44,23,7.21,9,0.93,358.80,29.6,0.0,47.59492492,-120.66493988,24.73,97295.16,341.05,27.77,
1182382,2021,6,19,17,44,24,7.24,10,0.93,358.60,29.6,0.0,47.59492492,-120.66493988,24.74,97298.63,340.75,27.87,
1182884,2021,6,19,17,44,24,7.21,10,0.93,358.60,29.6,0.0,47.59492492,-120.66493988,24.73,97300.48,340.59,27.33,
1183385,2021,6,19,17,44,25,7.24,10,0.93,358.60,29.6,0.0,47.59492492,-120.66493988,24.74,97303.44,340.34,27.61,
1183887,2021,6,19,17,44,25,7.24,10,0.93,358.60,29.6,0.0,47.59492492,-120.66493988,24.75,97299.85,340.64,27.41,
1184388,2021,6,19,17,44,26,7.21,10,0.93,358.70,29.6,0.0,47.59492492,-120.66493988,24.74,97300.37,340.60,27.61,
1184890,2021,6,19,17,44,26,7.24,10,0.93,358.70,29.6,0.0,47.59492492,-120.66493988,24.76,97301.52,340.50,27.58,
1185391,2021,6,19,17,44,27,7.24,10,0.93,358.60,29.6,0.0,47.59492492,-120.66493988,24.76,97298.85,340.73,27.48,
1185894,2021,6,19,17,44,27,7.21,10,0.93,358.60,29.6,0.0,47.59492492,-120.66493988,24.76,97302.74,340.40,27.47,
1186395,2021,6,19,17,44,28,7.24,10,0.93,358.50,29.6,0.0,47.59492492,-120.66493988,24.77,97301.82,340.48,27.61,
1186896,2021,6,19,17,44,28,7.24,10,0.93,358.50,29.6,0.0,47.59492492,-120.66493988,24.77,97303.96,340.29,28.16,
1187398,2021,6,19,17,44,29,7.24,10,0.93,358.50,29.6,0.0,47.59492492,-120.66493988,24.77,97300.89,340.55,28.02,
1187900,2021,6,19,17,44,29,7.21,10,0.93,358.50,29.6,0.0,47.59492492,-120.66493988,24.77,97299.05,340.71,28.49,
1188401,2021,6,19,17,44,30,7.24,11,0.88,358.40,29.6,0.0,47.59492492,-120.66493988,24.78,97302.52,340.41,28.72,
1188902,2021,6,19,17,44,30,7.24,11,0.88,358.40,29.6,0.0,47.59492492,-120.66493988,24.79,97302.85,340.39,28.71,
1189404,2021,6,19,17,44,31,7.24,11,0.93,358.30,29.6,0.0,47.59492492,-120.66493988,24.79,97301.11,340.54,28.72,
1189906,2021,6,19,17,44,31,7.21,11,0.93,358.30,29.6,0.0,47.59492492,-120.66493988,24.80,97300.08,340.63,28.79,
1190408,2021,6,19,17,44,32,7.24,10,0.93,358.10,29.6,0.0,47.59492492,-120.66493988,24.80,97300.89,340.55,28.33,
1190913,2021,6,19,17,44,32,7.21,10,0.93,358.10,29.6,0.0,47.59492492,-120.66493988,24.80,97300.89,340.55,28.72,
1191415,2021,6,19,17,44,33,7.24,10,0.93,358.20,29.6,0.0,47.59492492,-120.66493988,24.80,97299.97,340.63,28.88,
1191920,2021,6,19,17,44,33,7.24,10,0.93,358.20,29.6,0.0,47.59492492,-120.66493988,24.80,97298.64,340.75,28.58,
1192424,2021,6,19,17,44,34,7.24,10,0.93,358.30,29.6,0.0,47.59492492,-120.66493988,24.81,97300.38,340.60,28.58,
1192928,2021,6,19,17,44,34,7.24,10,0.93,358.30,29.6,0.0,47.59492492,-120.66493988,24.81,97301.71,340.49,28.12,
1193431,2021,6,19,17,44,35,7.24,9,0.93,358.40,29.6,0.0,47.59492492,-120.66493988,24.81,97299.86,340.64,27.96,
1193936,2021,6,19,17,44,35,7.24,9,0.93,358.40,29.6,0.0,47.59492492,-120.66493988,24.81,97300.27,340.61,27.59,
1194440,2021,6,19,17,44,36,7.18,9,0.93,358.50,29.6,0.0,47.59492492,-120.66493988,24.82,97302.42,340.43,27.73,
1194945,2021,6,19,17,44,36,7.21,9,0.93,358.50,29.6,0.0,47.59492492,-120.66493988,24.82,97299.75,340.65,27.24,
1195448,2021,6,19,17,44,37,7.24,9,0.93,358.70,29.6,0.0,47.59492492,-120.66493988,24.82,97301.92,340.47,27.23,
1195953,2021,6,19,17,44,37,7.21,9,0.93,358.70,29.6,0.0,47.59492492,-120.66493988,24.83,97301.00,340.55,27.43,
1196456,2021,6,19,17,44,38,7.24,10,0.88,358.70,29.6,0.1,47.59492492,-120.66493988,24.84,97301.30,340.52,27.63,
1196961,2021,6,19,17,44,38,7.21,10,0.88,358.70,29.6,0.1,47.59492492,-120.66493988,24.84,97302.64,340.41,27.82,
1197464,2021,6,19,17,44,39,7.24,10,0.93,358.70,29.6,0.0,47.59492492,-120.66493988,24.84,97301.30,340.52,27.82,
1197965,2021,6,19,17,44,39,7.24,10,0.93,358.70,29.6,0.0,47.59492492,-120.66493988,24.84,97301.30,340.52,27.48,
1198469,2021,6,19,17,44,40,7.21,10,0.88,358.80,29.6,0.0,47.59492492,-120.66493988,24.84,97302.64,340.41,27.13,
1198973,2021,6,19,17,44,40,7.21,10,0.88,358.80,29.6,0.0,47.59492492,-120.66493988,24.84,97301.20,340.53,26.93,
1199477,2021,6,19,17,44,41,7.21,10,0.88,358.80,29.6,0.0,47.59492492,-120.66493988,24.85,97301.09,340.54,26.59,
1199982,2021,6,19,17,44,41,7.21,10,0.88,358.80,29.6,0.0,47.59492492,-120.66493988,24.85,97303.75,340.31,26.32,
1200486,2021,6,19,17,44,42,7.24,10,0.93,358.90,29.6,0.0,47.59492492,-120.66493988,24.85,97299.35,340.69,26.25,
1200990,2021,6,19,17,44,42,7.24,10,0.93,358.90,29.6,0.0,47.59492492,-120.66493988,24.86,97303.64,340.32,26.23,
1201495,2021,6,19,17,44,43,7.21,10,0.93,358.90,29.6,0.0,47.59492492,-120.66493988,24.86,97304.97,340.21,25.97,
1201999,2021,6,19,17,44,43,7.24,10,0.93,358.90,29.6,0.0,47.59492492,-120.66493988,24.86,97308.14,339.93,25.91,
1202502,2021,6,19,17,44,44,7.24,9,0.93,358.90,29.6,0.0,47.59492492,-120.66493988,24.85,97301.09,340.54,25.83,
1203007,2021,6,19,17,44,44,7.21,9,0.93,358.90,29.6,0.0,47.59492492,-120.66493988,24.86,97298.75,340.74,25.43,
1203511,2021,6,19,17,44,45,7.24,9,0.93,358.90,29.6,0.0,47.59492492,-120.66493988,24.87,97302.23,340.44,25.72,
1204014,2021,6,19,17,44,45,7.07,9,0.93,358.90,29.6,0.0,47.59492492,-120.66493988,24.86,97301.42,340.51,26.28,
1204521,2021,6,19,17,44,46,7.10,10,0.93,358.90,29.6,0.0,47.59492492,-120.66493988,24.87,97303.05,340.37,25.60,
1205022,2021,6,19,17,44,46,7.24,10,0.93,358.90,29.6,0.0,47.59492492,-120.66493988,24.87,97303.05,340.37,25.54,
1205527,2021,6,19,17,44,47,7.24,10,0.88,358.90,29.6,0.0,47.59492492,-120.66493988,24.88,97299.46,340.68,25.62,
1206031,2021,6,19,17,44,47,7.24,10,0.88,358.90,29.6,0.0,47.59492492,-120.66493988,24.87,97299.57,340.67,25.49,
1206534,2021,6,19,17,44,48,7.24,10,0.93,358.80,29.6,0.0,47.59492492,-120.66493988,24.88,97301.20,340.53,25.52,
1207038,2021,6,19,17,44,48,7.24,10,0.93,358.80,29.6,0.0,47.59492492,-120.66493988,24.88,97299.87,340.64,25.49,
1207542,2021,6,19,17,44,49,7.24,10,0.93,358.10,110.2,0.3,47.59492492,-120.66493988,24.87,97297.72,340.83,25.42,
1208046,2021,6,19,17,44,49,7.24,10,0.93,358.10,110.2,0.3,47.59492492,-120.66493988,24.87,97293.74,341.17,25.53,
1208549,2021,6,19,17,44,50,7.24,10,0.93,357.70,110.2,0.0,47.59492111,-120.66493988,24.88,97297.61,340.84,25.61,
1209054,2021,6,19,17,44,50,7.21,10,0.93,357.70,110.2,0.0,47.59492111,-120.66493988,24.88,97300.68,340.57,25.64,
1209559,2021,6,19,17,44,51,7.24,10,0.93,357.40,110.2,0.0,47.59492111,-120.66494750,24.88,97298.95,340.72,25.71,
1210061,2021,6,19,17,44,51,7.24,10,0.93,357.40,110.2,0.0,47.59492111,-120.66494750,24.88,97300.68,340.57,25.73,
1210562,2021,6,19,17,44,52,7.24,11,0.93,357.10,110.2,0.0,47.59492111,-120.66494750,24.89,97301.09,340.54,25.83,
