timestamp,millis,voltage,satellites,hdop,gps_altitude_m,course,speed_mps,latitude,longitude,temperature_C,pressure_Pa,pressure_altitude_m,humidity_RH,mission_millis,better_pressure_altitude_m,temp_adjusted_altitude_m,blended_altitude_m,smoothed_gps_altitude_m,smoothed_pressure_Pa,smoothed_pressure_altitude_m,altitude_m,ascent_rate_mps
2021-06-19 18:25:21,3636395,7.16,9.0,1.1,530.7,344.0,6.1,47.59544754,-120.66552734,30.99,95279.69,515.93,17.21,27151,518.206856682694,852.2452864348663,518.206856682694,504.4892047398367,95829.87915718245,470.17762896763315,487.3334168537349,6.109953152593675
2021-06-19 18:25:22,3637400,7.16,9.0,1.12,538.0,342.7,4.9,47.59549331,-120.66555023,30.65,95208.39,522.17,17.55,28156,524.4474763989735,849.1846183988837,524.4474763989735,511.2017509540245,95764.65825293673,475.8594592420154,493.5306050980199,6.19718824428503
2021-06-19 18:25:23,3638407,7.18,9.0,1.12,545.1,349.4,2.0,47.5955162,-120.6655426,30.49,95126.02,529.38,17.67,29163,531.6617244038794,851.987156356297,531.6617244038794,517.9898039658317,95697.96732182686,481.67259445319814,499.8311992095149,6.300594111495002
2021-06-19 18:25:24,3639412,7.16,9.0,1.12,553.1,70.2,3.1,47.59552383,-120.66551208,30.47,95025.88,538.16,17.63,30168,540.4391461883883,860.155529575529,540.4391461883883,525.0188043574822,95628.09273130039,487.7667543324342,506.39277934495817,6.561580135443251
2021-06-19 18:25:25,3640416,7.16,8.0,1.12,561.4,23.3,4.6,47.59555435,-120.66548156,30.29,94940.38,545.66,17.9,31172,547.9392793739514,862.6960635305466,547.9392793739514,532.3008128875382,95556.87610437423,493.9816722174328,513.1412425524854,6.748463207527266
2021-06-19 18:25:26,3641424,7.16,9.0,1.1,570.0,356.2,5.3,47.59559631,-120.66547393,30.17,94841.67,554.33,17.81,32180,556.60501017502,868.0283288272656,556.60501017502,539.8454322806817,95483.07480086069,500.4261076175344,520.1357699491081,6.99452739662263
2021-06-19 18:25:27,3642430,7.13,9.0,1.1,577.8,22.3,1.8,47.59562683,-120.6654663,29.96,94762.56,561.28,18.35,33186,563.555334475469,869.2018576419746,563.555334475469,547.4401968276799,95408.96203433553,506.901800615449,527.1709987215645,7.035228772456435
2021-06-19 18:25:28,3643435,7.16,9.0,1.12,584.7,98.4,3.8,47.59563064,-120.66543579,29.72,94685.64,568.05,18.47,34191,570.3177596310866,869.3667412740444,570.3177596310866,554.8951815632238,95334.77275794592,513.3882595344544,534.1417205488391,6.970721827274588
2021-06-19 18:25:29,3644439,7.16,9.0,1.12,591.5,92.2,4.1,47.59563827,-120.66538238,29.58,94628.99,573.03,18.51,35195,575.3009918937803,870.4924837706876,575.3009918937803,562.218521810364,95262.56782047077,519.7051512912126,540.9618365507883,6.820116001949259
2021-06-19 18:25:30,3645445,7.13,9.0,1.1,596.8,64.1,2.5,47.59565353,-120.66535186,29.4,94560.1,579.09,18.6,36201,581.3641749551248,871.5965041540906,581.3641749551248,569.1366134875755,95190.8672696325,525.9817540859233,547.5591837867494,6.597347235961024
2021-06-19 18:25:31,3646449,7.18,9.0,1.1,602.4,53.8,0.7,47.59565734,-120.66534423,29.23,94497.03,584.65,18.75,37205,586.9182621973703,872.4661150239936,586.9182621973703,575.7906727841076,95120.19389466623,532.1721862708036,553.9814295274557,6.42224574070633
2021-06-19 18:25:32,3647455,7.18,9.0,1.12,608.3,81.3,2.5,47.5956459,-120.66535186,29.13,94428.84,590.66,18.86,38211,592.9266063343546,875.7002626989565,592.9266063343546,582.2936187145094,95049.904121975,538.3327130747427,560.3131658946261,6.331736367170379
2021-06-19 18:25:33,3648459,7.18,9.0,1.12,615.0,168.7,1.5,47.59563064,-120.66536712,28.99,94359.85,596.74,19.43,39215,599.0090163453674,877.9131038199914,599.0090163453674,588.8357645719501,94979.86344675595,544.4750782546093,566.6554214132798,6.342255518653701
2021-06-19 18:25:34,3649464,7.13,9.0,1.12,620.7,183.5,21.8,47.59551239,-120.66537475,28.87,94298.82,602.12,19.19,40220,604.3926461786614,879.9780545509961,604.3926461786614,595.2092894069715,94910.8409094404,550.5317448777434,572.8705171423575,6.215095729077689
2021-06-19 18:25:35,3650467,7.16,9.0,1.17,641.1,217.0,15.5,47.59537506,-120.66547393,28.78,94235.5,607.71,18.61,41223,609.981266375821,883.067490774974,609.981266375821,604.3882123819861,94842.48846785167,556.5331270287784,580.4606697053823,7.590152563024844
2021-06-19 18:25:36,3651472,7.18,9.0,1.1,659.9,213.1,12.8,47.59530258,-120.66558074,28.67,94171.32,613.38,19.37,42228,615.6488939305607,885.6874108686745,615.6488939305607,615.4913255443143,94774.64054177394,562.493677001695,588.9925012730047,8.531831567622362
2021-06-19 18:25:37,3652482,7.16,9.0,1.1,674.0,197.8,12.0,47.59522628,-120.66564178,28.47,94088.39,620.71,19.53,43238,622.9769360065104,887.4908316350441,622.9769360065104,627.1936975731878,94705.34346272846,568.5851051709992,597.8894013720935,8.896900099088839
2021-06-19 18:25:38,3653487,7.16,9.0,1.41,689.2,201.6,7.4,47.59517669,-120.66567993,28.31,94006.02,627.99,19.54,44243,630.2606731806952,890.3446224249114,630.2606731806952,639.5954982331529,94634.7953753189,574.7902094423644,607.1928538377585,9.303452465665032
2021-06-19 18:25:39,3654493,7.16,9.0,1.1,709.2,206.3,12.6,47.59511947,-120.66573333,28.13,93922.85,635.36,19.74,45249,637.6203972943847,892.7239633107342,637.6203972943847,653.5168836760059,94563.03716504655,581.1055946476038,617.3112391618049,10.118385324046358
2021-06-19 18:25:40,3655496,7.16,9.0,1.1,721.6,185.8,9.3,47.59508132,-120.66574859,27.94,93825.58,643.97,19.77,46252,646.2345302285701,896.0741846133624,646.2345302285701,667.1338865274435,94488.76638005034,587.6461977021308,627.3900421147871,10.078802952982187
2021-06-19 18:25:41,3656501,7.16,9.0,1.14,725.2,160.5,5.1,47.59509277,-120.66569519,27.75,93744.77,651.13,19.9,47257,653.3964831948726,897.9784959946032,653.3964831948726,678.7473682112507,94413.89032928723,594.244318367892,636.4958432895713,9.105801174784233
2021-06-19 18:25:42,3657505,7.13,9.0,1.1,730.9,160.5,3.5,47.59511947,-120.66563415,27.57,93683.85,656.54,19.88,48261,658.7989494813244,898.4055836221296,658.7989494813244,689.178080659129,94340.46583710582,600.7186428479438,644.9483617535363,8.45251846396502
2021-06-19 18:25:43,3658509,7.16,9.0,1.1,745.0,155.5,10.7,47.59507751,-120.66557312,27.33,93601.66,663.83,20.33,49265,666.0921772029617,899.06091398422,666.0921772029617,700.3426238729886,94266.20251693693,607.2710840712311,653.8068539721098,8.858492218573474
2021-06-19 18:25:44,3659517,7.13,9.0,1.1,766.2,175.1,8.2,47.59502792,-120.66552734,27.34,93522.62,670.85,20.32,50273,673.1107788521008,906.3170661784864,673.1107788521008,713.5142494917692,94191.49775484759,613.8666934317409,663.6904714617551,9.883617489645303
2021-06-19 18:25:45,3660520,7.16,9.0,1.1,780.2,159.3,9.0,47.59500122,-120.66549682,27.09,93429.45,679.13,20.14,51276,681.3902681692659,907.6755435493696,681.3902681692659,726.8515214211951,94114.97352453125,620.6273351028233,673.7394282620091,10.048956800254018
2021-06-19 18:25:46,3661529,7.16,9.0,1.14,767.5,62.8,3.2,47.59514236,-120.66547393,27.04,93319.32,688.93,20.3,52285,691.1855227478375,916.0441569944867,691.1855227478375,734.9812765452082,94035.10810955772,627.6879070453431,681.3345917952756,7.595163533266486
2021-06-19 18:25:47,3662536,7.13,9.0,1.14,771.7,62.8,2.0,47.59521484,-120.66545867,26.96,93224.49,697.37,20.7,53292,699.6274576550359,922.241069953496,699.6274576550359,742.3250641679972,93953.77126685978,634.8835543309301,688.6043092494637,7.269717454188026
2021-06-19 18:25:48,3663544,7.1,9.0,1.14,778.3,62.8,1.3,47.59524917,-120.66545867,26.81,93117.41,706.91,20.78,54300,709.1682722580672,927.6043641309936,709.1682722580672,749.5200849841087,93869.8798373526,642.3104851017595,695.9152850429341,7.310975793470448
2021-06-19 18:25:49,3664551,7.1,9.0,1.14,783.7,62.8,2.9,47.59525299,-120.6654663,26.54,93022.82,715.35,21.09,55307,717.603622305702,928.5607951368156,717.603622305702,756.3560935638316,93784.94121288722,649.8356019763407,703.0958477700862,7.180562727152051
2021-06-19 18:25:50,3665556,7.13,9.0,1.1,785.1,173.2,6.0,47.59525299,-120.6654663,26.34,92933.14,723.35,21.35,56312,725.6075247066649,931.0132009826539,725.6075247066649,762.1048920581123,93699.55060077616,657.4063273760521,709.7556097170823,6.659761946996127
2021-06-19 18:25:51,3666564,7.13,9.0,1.1,787.3,189.0,6.4,47.59523391,-120.66547393,26.15,92846.03,731.13,21.42,57320,733.3880458348356,933.5168036061739,733.3880458348356,767.1439257125783,93614.0087634606,664.996063996989,716.0699948547837,6.314385137701379
2021-06-19 18:25:52,3667571,7.1,9.0,1.1,794.5,197.2,13.1,47.59516143,-120.66551208,26.14,92740.78,740.54,21.67,58327,742.7966911681581,942.6064110287973,742.7966911681581,772.6151510508482,93526.51118261009,672.765136849925,722.6901439503866,6.620149095602983
2021-06-19 18:25:53,3668579,7.1,9.0,1.14,802.3,193.9,5.8,47.59513092,-120.66553497,26.06,92680.21,745.96,21.46,59335,748.2151639118442,945.7930960583383,748.2151639118442,778.5521299390722,93441.72870937141,680.2987465514775,729.4254382452748,6.735294294888149
2021-06-19 18:25:54,3669586,7.13,9.0,1.14,811.9,180.3,10.5,47.59508514,-120.66553497,25.92,92622.1,751.16,21.87,60342,753.4162656756221,947.1072261407728,753.4162656756221,785.2217121281418,93359.63306438661,687.5988862402214,736.4102991841817,6.984860938906877
2021-06-19 18:25:55,3670594,7.13,8.0,1.17,815.7,182.8,22.7,47.59494018,-120.66555786,25.76,92542.95,758.25,22.1,61350,760.50479255592,949.7470224168219,760.50479255592,791.3173756811227,93277.84571004624,694.8767825778075,743.0970791294651,6.686779945283433
2021-06-19 18:25:56,3671600,7.13,7.0,1.17,816.6,184.9,6.0,47.59489059,-120.66557312,25.64,92487.25,763.24,22.27,62356,765.4961245356535,951.4022894468019,765.4961245356535,796.3739045124413,93198.68243352584,701.9260966611719,749.1500005868065,6.0529214573414265
2021-06-19 18:25:57,3672607,7.1,9.0,1.1,819.4,245.2,2.8,47.59499359,-120.66558074,25.52,92402.46,770.85,22.24,63363,773.0989150223459,955.6572460148275,773.0989150223459,800.9791265006977,93118.96620326639,709.0295511393454,755.0043388200215,5.854338233215003
2021-06-19 18:25:58,3673613,7.1,9.0,1.1,826.2,247.1,1.2,47.59515762,-120.66557312,25.43,92350.3,775.53,22.37,64369,777.7787068490659,957.8301070588923,777.7787068490659,806.0233037335831,93042.0179318507,715.8910269328862,760.9571653332347,5.952826513213154
2021-06-19 18:25:59,3674619,7.07,9.0,1.1,834.3,189.9,9.8,47.59510803,-120.66558837,25.31,92285.52,781.34,22.49,65375,783.5937448596515,960.3037368704979,783.5937448596515,811.6786452588124,92966.29582367744,722.6476529493066,767.1631491040595,6.205983770824787
2021-06-19 18:26:00,3675626,7.1,9.0,1.17,843.2,198.1,8.0,47.59504699,-120.66562652,25.18,92231.13,786.23,22.51,66382,788.4786678105527,961.5736320731062,788.4786678105527,817.9829182331652,92892.71599912264,729.2173949166156,773.6001565748904,6.437007470830963
2021-06-19 18:26:01,3676633,7.1,8.0,1.21,844.5,272.1,2.9,47.59506607,-120.6656723,25.1,92154.16,793.15,22.72,67389,795.3955535073994,966.2500133618971,795.3955535073994,823.2863359500942,92818.80322368654,735.821108930104,779.5537224400991,5.953565865208702
2021-06-19 18:26:02,3677638,7.13,8.0,1.35,844.9,347.3,2.8,47.59512329,-120.66568756,25.04,92085.78,799.3,22.47,68394,801.5444265961307,970.71477075965,801.5444265961307,827.6090696492101,92745.44983278916,742.3790561292249,784.9940628892175,5.4403404491183665
2021-06-19 18:26:03,3678644,7.1,9.0,1.18,847.2,325.9,1.9,47.59518051,-120.66570281,24.82,92011.67,805.96,22.9,69400,808.2127296488648,971.2680706763206,808.2127296488648,831.5272563641076,92672.02584359901,748.9475222827457,790.2373893234267,5.243326434209166
2021-06-19 18:26:04,3679651,7.16,9.0,1.16,857.3,294.4,3.6,47.59524154,-120.6657257,24.64,91949.63,811.55,23.09,70407,813.7983378677284,971.8474300567834,813.7983378677284,836.681805769833,92599.74549884397,755.4177960604468,796.0498009151399,5.812411591713271
2021-06-19 18:26:05,3680658,7.16,9.0,1.1,863.9,297.3,3.2,47.5952568,-120.66576385,24.62,91889.6,816.96,23.25,71414,819.2058867369951,976.6812641373481,819.2058867369951,842.1254451891483,92528.69488872967,761.7819754798684,801.9537103345083,5.903909419368347
2021-06-19 18:26:06,3681665,7.13,9.0,1.16,880.7,152.6,15.0,47.59518432,-120.66570281,24.6,91825.27,822.76,23.34,72421,825.0039590852873,981.9043068876424,825.0039590852873,849.8403568012986,92458.32025441926,768.0895080786761,808.9649324399874,7.011222105479078
2021-06-19 18:26:07,3682673,7.18,8.0,1.18,880.8,203.8,5.4,47.59520721,-120.66571807,24.44,91750.44,829.51,23.61,73429,831.7525376398405,984.1952583570903,831.7525376398405,856.032285858374,92387.50311617099,774.4406268805285,815.2364563694513,6.2715239294639105
2021-06-19 18:26:08,3683681,7.16,9.0,1.15,891.7,180.0,11.8,47.59513854,-120.66573333,24.24,91682.35,835.65,23.81,74437,837.8971399918157,984.7735067107837,837.8971399918157,863.1658290713391,92316.96170504406,780.7709377892402,821.9683834302896,6.731927060838302
2021-06-19 18:26:09,3684687,7.13,9.0,1.16,904.7,210.0,5.9,47.59513473,-120.66577148,24.17,91625.09,840.82,24.31,75443,843.0672785497231,987.9846818804531,843.0672785497231,871.4726636153943,92247.75148825471,786.9855965120107,829.2291300637025,7.260746633412964
2021-06-19 18:26:10,3685694,7.16,9.0,1.16,914.9,195.2,6.7,47.5951271,-120.66581726,24.08,91565.53,846.2,24.06,76450,848.4478662184451,990.8506290853813,848.4478662184451,880.1581311920398,92179.50888775838,793.1170669475855,836.6375990698127,7.408469006110181
2021-06-19 18:26:11,3686701,7.13,9.0,1.16,921.5,212.1,5.3,47.59514617,-120.66588592,24.04,91499.29,852.19,24.12,77457,854.4352476462439,995.7086184676593,854.4352476462439,888.4265051818967,92111.46864705958,799.2340161045718,843.8302606432342,7.1926615734214465
2021-06-19 18:26:13,3687706,7.16,9.0,1.16,932.5,210.4,5.0,47.59511184,-120.66596984,23.99,91440.98,857.47,24.2,78462,859.708748007962,999.5776707386369,859.708748007962,897.2412043401952,92044.40350232695,805.2668837570257,851.2540440486105,7.423783405376298
2021-06-19 18:26:14,3688713,7.13,9.0,1.16,947.4,210.4,1.4,47.59511947,-120.66599273,23.82,91374.07,863.52,24.48,79469,865.7633801706343,1000.8945336428008,865.7633801706343,907.272963649402,91977.35550381627,811.3017680210744,859.2873658352382,8.033321786627766
2021-06-19 18:26:15,3689718,7.13,8.0,1.18,954.2,210.4,0.5,47.59517288,-120.66603851,23.86,91300.28,870.2,24.54,80474,872.4447421714196,1008.6654306645237,872.4447421714196,916.658371052182,91909.63463768049,817.4008331169907,867.0296020845864,7.742236249348139
2021-06-19 18:26:16,3690724,7.13,8.0,1.18,949.6,156.8,2.6,47.59521102,-120.66605377,23.86,91240.05,875.66,24.59,81480,877.9015473015531,1014.1051334863839,877.9015473015531,923.2466969162452,91842.66432255447,823.4358818823794,873.3412893993122,6.311687314725873
2021-06-19 18:26:17,3691729,7.16,8.0,1.18,949.1,158.3,2.5,47.5952301,-120.66606903,23.64,91167.35,882.25,24.76,82485,884.4920141676496,1014.5677594142492,884.4920141676496,928.4173575797713,91775.1221329956,829.526075508465,878.9717165441182,5.630427144805935
2021-06-19 18:26:18,3692736,7.16,8.0,1.18,949.2,154.1,2.4,47.59523391,-120.66606903,23.45,91102.75,888.11,24.94,83492,890.3517641396577,1015.131954211115,890.3517641396577,932.573886093898,91707.8752804569,835.5932455867801,884.083565840339,5.111849296220839
2021-06-19 18:26:19,3693742,7.18,8.0,1.18,951.1,139.9,4.6,47.5952301,-120.66603851,23.24,91040.77,893.74,25.21,84498,895.9770220807841,1014.903533791389,895.9770220807841,936.2791088965702,91641.15614517519,841.6163649457376,888.9477369211538,4.864171080814799
2021-06-19 18:26:20,3694748,7.13,9.0,1.16,956.3,145.2,7.0,47.59520339,-120.66599273,23.11,90983.55,898.94,25.43,85504,901.173019608699,1016.4695669439741,901.173019608699,940.2832871358022,91575.38789454899,847.5571187343535,893.9202029350779,4.972466013924077
2021-06-19 18:26:21,3695755,7.16,9.0,1.16,961.5,164.7,5.8,47.59516525,-120.66596221,23.08,90927.3,904.05,25.34,86511,906.2835137756215,1020.7319241442633,906.2835137756215,944.5266297243649,91510.57233214806,853.4151985903752,898.9709141573701,5.050711222292193
2021-06-19 18:26:22,3696760,7.16,9.0,1.16,967.8,197.5,11.0,47.59508514,-120.6659851,23.03,90853.81,910.73,25.56,87516,912.9641761400032,1026.004019487564,912.9641761400032,949.1813037932898,91444.88992175815,859.3550532827805,904.2681785380352,5.297264380665069
2021-06-19 18:26:23,3697763,7.13,9.0,1.11,975.5,197.5,3.7,47.59505081,-120.66603088,22.95,90783.85,917.09,25.85,88519,919.3280079864751,1030.1254907897924,919.3280079864751,954.4450430471145,91378.7803339678,865.3370283834938,909.8910357153042,5.6228571772689975
2021-06-19 18:26:24,3698768,7.16,8.0,1.18,983.3,230.7,4.2,47.59507751,-120.66607666,22.86,90708.94,923.91,25.79,89524,926.146514903129,1034.4221164799822,926.146514903129,960.21603444864,91311.79119751626,871.4021657615335,915.8091001050868,5.918064389782671
2021-06-19 18:26:25,3699774,7.16,8.0,1.14,986.1,232.7,5.6,47.59509277,-120.66613769,22.82,90631.34,930.98,25.86,90530,933.2146825483478,1040.3594421029347,933.2146825483478,965.3928275667688,91243.74141229768,877.5670234692664,921.4799255180176,5.670825412930753
2021-06-19 18:26:26,3700779,7.13,9.0,1.1,990.0,254.1,4.5,47.59510421,-120.6661911,22.65,90545.25,938.83,26.32,91535,941.0618950251335,1043.4549881434848,941.0618950251335,970.3142620593906,91173.88796085486,883.8991548543704,927.1067084568805,5.6267829388629025
2021-06-19 18:26:27,3701786,7.13,9.0,1.1,993.7,254.1,1.7,47.59510803,-120.66622924,22.61,90464.65,946.18,26.04,92542,948.4141648612306,1049.6761470456904,948.4141648612306,974.9914096520555,91102.96022591915,890.332689468172,932.6620495601137,5.555341103233218
2021-06-19 18:26:28,3702788,7.16,9.0,1.1,1001.1,244.6,3.2,47.59511184,-120.66625976,22.58,90378.41,954.05,26.47,93544,956.2867874394528,1056.6951076154314,956.2867874394528,980.213127725702,91030.50158184725,896.9092753627369,938.5612015442194,5.8991519841057425
2021-06-19 18:26:29,3703795,7.13,9.0,1.1,1007.8,232.7,4.8,47.5951004,-120.66631317,22.56,90302.96,960.95,26.11,94551,963.1794097617467,1063.0149497152977,963.1794097617467,985.7305021839915,90957.74415089052,903.5172466263696,944.6238744051805,6.062672860961015
2021-06-19 18:26:30,3704798,7.16,9.0,1.11,1013.9,251.6,5.0,47.59508895,-120.6663742,22.5,90234.3,967.23,26.27,95554,969.4557955517312,1067.6063822860856,969.4557955517312,991.3644017499951,90885.39680690852,910.0922182981785,950.7283100240868,6.1044356189063365
2021-06-19 18:26:31,3705806,7.16,9.0,1.11,1019.7,292.6,4.5,47.5951004,-120.66644287,22.39,90168.99,973.2,26.47,96562,975.4295390043401,1070.5033844066265,975.4295390043401,997.0315214022507,90813.75351586647,916.6073829156037,956.8194521589272,6.091142134840425
2021-06-19 18:26:32,3706809,7.13,9.0,1.11,1024.9,302.1,2.4,47.59513092,-120.66648864,22.44,90081.91,981.17,26.65,97565,983.3999826924123,1079.8486373635756,983.3999826924123,1002.6052171235747,90740.5667643508,923.2672069777493,962.936212050662,6.116759891734773
2021-06-19 18:26:33,3707811,7.13,9.0,1.1,1031.4,356.0,1.8,47.59514236,-120.66648101,22.28,89996.95,988.95,25.85,98567,991.1823976797461,1083.1582378226212,991.1823976797461,1008.3641737003262,90666.20289323968,930.0386026535966,969.2013881769615,6.26517612629948
